# SOURCE: Instituto Nacional de Estadistica (INE), official register.
# TITLE:  Relación de municipios y códigos por comunidades autónomas y provincias a 1 de enero de 2026
# URL:    https://www.ine.es/daco/daco42/codmun/diccionario26.xlsx
# INE Last-Modified: Fri, 13 Mar 2026 06:35:44 GMT
# sha256: 07f8e8d64eba73fe9d425196fe82f4e09a9886a287abd650e88ca8d98dd49052
# GENERATED: 2026-08-04T02:15:21Z by scripts/build-ine-gazetteer.py -- DO NOT HAND-EDIT.
# LANDING PAGE: https://www.ine.es/dyngs/INEbase/es/operacion.htm?c=Estadistica_C&cid=1254736177031
# CONTENT: one row per municipality -- the primary official denomination.
#          Municipalities ONLY; this register contains no pedanias or
#          sub-municipal entities. `ine` is the 5-digit CPRO+CMUN code.

ine,municipio,provincia,nombre_ine
11014,Conil de la Frontera,Cádiz,Conil de la Frontera
11017,Espera,Cádiz,Espera
11018,El Gastor,Cádiz,"Gastor, El"
11019,Grazalema,Cádiz,Grazalema
11020,Jerez de la Frontera,Cádiz,Jerez de la Frontera
11021,Jimena de la Frontera,Cádiz,Jimena de la Frontera
11022,La Línea de la Concepción,Cádiz,"Línea de la Concepción, La"
11023,Medina Sidonia,Cádiz,Medina Sidonia
11024,Olvera,Cádiz,Olvera
11025,Paterna de Rivera,Cádiz,Paterna de Rivera
11026,Prado del Rey,Cádiz,Prado del Rey
11027,El Puerto de Santa María,Cádiz,"Puerto de Santa María, El"
11028,Puerto Real,Cádiz,Puerto Real
11029,Puerto Serrano,Cádiz,Puerto Serrano
11030,Rota,Cádiz,Rota
11031,San Fernando,Cádiz,San Fernando
11902,San José del Valle,Cádiz,San José del Valle
11903,San Martín del Tesorillo,Cádiz,San Martín del Tesorillo
11033,San Roque,Cádiz,San Roque
11032,Sanlúcar de Barrameda,Cádiz,Sanlúcar de Barrameda
11034,Setenil de las Bodegas,Cádiz,Setenil de las Bodegas
11035,Tarifa,Cádiz,Tarifa
11036,Torre Alháquime,Cádiz,Torre Alháquime
11037,Trebujena,Cádiz,Trebujena
11038,Ubrique,Cádiz,Ubrique
11039,Vejer de la Frontera,Cádiz,Vejer de la Frontera
11040,Villaluenga del Rosario,Cádiz,Villaluenga del Rosario
11041,Villamartín,Cádiz,Villamartín
11042,Zahara,Cádiz,Zahara
12002,Aín,Castellón,Aín
12003,Albocàsser,Castellón,Albocàsser
12004,Alcalà de Xivert,Castellón,Alcalà de Xivert
12005,l'Alcora,Castellón,"Alcora, l'"
12006,Alcudia de Veo,Castellón,Alcudia de Veo
12007,Alfondeguilla,Castellón,Alfondeguilla
12008,Algimia de Almonacid,Castellón,Algimia de Almonacid
12009,Almassora,Castellón,Almassora
12010,Almedíjar,Castellón,Almedíjar
12011,Almenara,Castellón,Almenara
12901,les Alqueries,Castellón,"Alqueries, les/Alquerías del Niño Perdido"
12012,Altura,Castellón,Altura
12013,Arañuel,Castellón,Arañuel
12014,Ares del Maestrat,Castellón,Ares del Maestrat
12015,Argelita,Castellón,Argelita
12016,Artana,Castellón,Artana
12001,Atzeneta del Maestrat,Castellón,Atzeneta del Maestrat
12017,Ayódar,Castellón,Ayódar
12018,Azuébar,Castellón,Azuébar
12020,Barracas,Castellón,Barracas
12022,Bejís,Castellón,Bejís
12024,Benafer,Castellón,Benafer
12025,Benafigos,Castellón,Benafigos
12026,Benassal,Castellón,Benassal
12027,Benicarló,Castellón,Benicarló
12028,Benicàssim,Castellón,Benicàssim/Benicasim
12029,Benlloc,Castellón,Benlloc
12021,Betxí,Castellón,Betxí
12032,Borriana,Castellón,Borriana/Burriana
12031,Borriol,Castellón,Borriol
12033,Cabanes,Castellón,Cabanes
12034,Càlig,Castellón,Càlig
12036,Canet lo Roig,Castellón,Canet lo Roig
12037,Castell de Cabres,Castellón,Castell de Cabres
12038,Castellfort,Castellón,Castellfort
12039,Castellnovo,Castellón,Castellnovo
12040,Castelló de la Plana,Castellón,Castelló de la Plana/Castellón de la Plana
12041,Castillo de Villamalefa,Castellón,Castillo de Villamalefa
12042,Catí,Castellón,Catí
12043,Caudiel,Castellón,Caudiel
12044,Cervera del Maestre,Castellón,Cervera del Maestre
12053,Chilches,Castellón,Chilches/Xilxes
12056,Chóvar,Castellón,Chóvar
12045,Cinctorres,Castellón,Cinctorres
12046,Cirat,Castellón,Cirat
12048,Cortes de Arenoso,Castellón,Cortes de Arenoso
12049,Costur,Castellón,Costur
12050,les Coves de Vinromà,Castellón,"Coves de Vinromà, les"
12051,Culla,Castellón,Culla
12057,Eslida,Castellón,Eslida
12058,Espadilla,Castellón,Espadilla
12059,Fanzara,Castellón,Fanzara
12060,Figueroles,Castellón,Figueroles
12061,Forcall,Castellón,Forcall
12063,Fuente la Reina,Castellón,Fuente la Reina
12064,Fuentes de Ayódar,Castellón,Fuentes de Ayódar
12065,Gaibiel,Castellón,Gaibiel
12067,Geldo,Castellón,Geldo
12068,Herbers,Castellón,Herbers
12069,Higueras,Castellón,Higueras
12070,la Jana,Castellón,"Jana, la"
12071,Jérica,Castellón,Jérica
12074,la Llosa,Castellón,"Llosa, la"
12072,Llucena,Castellón,Llucena/Lucena del Cid
12073,Ludiente,Castellón,Ludiente
12075,la Mata de Morella,Castellón,"Mata de Morella, la"
12076,Matet,Castellón,Matet
12077,Moncofa,Castellón,Moncofa
12078,Montán,Castellón,Montán
12079,Montanejos,Castellón,Montanejos
12080,Morella,Castellón,Morella
12081,Navajas,Castellón,Navajas
12082,Nules,Castellón,Nules
12083,Olocau del Rey,Castellón,Olocau del Rey
12084,Onda,Castellón,Onda
12085,Orpesa,Castellón,Orpesa/Oropesa del Mar
12087,Palanques,Castellón,Palanques
12088,Pavías,Castellón,Pavías
12089,Peníscola,Castellón,Peníscola/Peñíscola
12090,Pina de Montalgrao,Castellón,Pina de Montalgrao
12093,la Pobla de Benifassà,Castellón,"Pobla de Benifassà, la"
12094,la Pobla Tornesa,Castellón,"Pobla Tornesa, la"
12091,Portell de Morella,Castellón,Portell de Morella
12092,Puebla de Arenoso,Castellón,Puebla de Arenoso
12095,Ribesalbes,Castellón,Ribesalbes
12096,Rossell,Castellón,Rossell
12097,Sacañet,Castellón,Sacañet
12098,la Salzadella,Castellón,"Salzadella, la"
12101,San Rafael del Río,Castellón,San Rafael del Río
12902,Sant Joan de Moró,Castellón,Sant Joan de Moró
12099,Sant Jordi,Castellón,Sant Jordi/San Jorge
12100,Sant Mateu,Castellón,Sant Mateu
12102,Santa Magdalena de Pulpis,Castellón,Santa Magdalena de Pulpis
12104,Segorbe,Castellón,Segorbe
12103,la Serratella,Castellón,"Serratella, la"
12105,Sierra Engarcerán,Castellón,Sierra Engarcerán
12106,Soneja,Castellón,Soneja
12107,Sot de Ferrer,Castellón,Sot de Ferrer
12108,Suera,Castellón,Suera/Sueras
12109,Tales,Castellón,Tales
12110,Teresa,Castellón,Teresa
12111,Tírig,Castellón,Tírig
12112,Todolella,Castellón,Todolella
12113,Toga,Castellón,Toga
12114,Torás,Castellón,Torás
12115,El Toro,Castellón,"Toro, El"
12116,Torralba del Pinar,Castellón,Torralba del Pinar
12119,la Torre d'en Besora,Castellón,"Torre d'en Besora, la"
12120,la Torre d'en Doménec,Castellón,"Torre d'en Doménec, la"
12117,Torreblanca,Castellón,Torreblanca
12118,Torrechiva,Castellón,Torrechiva
12121,Traiguera,Castellón,Traiguera
12122,les Useres,Castellón,"Useres, les/Useras"
12124,Vall d'Alba,Castellón,Vall d'Alba
12125,Vall de Almonacid,Castellón,Vall de Almonacid
12126,la Vall d'Uixó,Castellón,"Vall d'Uixó, la"
12123,Vallat,Castellón,Vallat
12127,Vallibona,Castellón,Vallibona
12128,Vilafamés,Castellón,Vilafamés
12129,Vilafranca,Castellón,Vilafranca/Villafranca del Cid
12132,Vilanova d'Alcolea,Castellón,Vilanova d'Alcolea
12134,Vilar de Canes,Castellón,Vilar de Canes
12135,Vila-real,Castellón,Vila-real
12136,la Vilavella,Castellón,"Vilavella, la"
12130,Villahermosa del Río,Castellón,Villahermosa del Río
12131,Villamalur,Castellón,Villamalur
12133,Villanueva de Viver,Castellón,Villanueva de Viver
12137,Villores,Castellón,Villores
12138,Vinaròs,Castellón,Vinaròs
12139,Vistabella del Maestrat,Castellón,Vistabella del Maestrat
12140,Viver,Castellón,Viver
12052,Xert,Castellón,Xert
12055,Xodos,Castellón,Xodos/Chodos
12141,Zorita del Maestrazgo,Castellón,Zorita del Maestrazgo
12142,Zucaina,Castellón,Zucaina
13001,Abenójar,Ciudad Real,Abenójar
13002,Agudo,Ciudad Real,Agudo
13003,Alamillo,Ciudad Real,Alamillo
13004,Albaladejo,Ciudad Real,Albaladejo
13005,Alcázar de San Juan,Ciudad Real,Alcázar de San Juan
13006,Alcoba,Ciudad Real,Alcoba
13007,Alcolea de Calatrava,Ciudad Real,Alcolea de Calatrava
13008,Alcubillas,Ciudad Real,Alcubillas
13009,Aldea del Rey,Ciudad Real,Aldea del Rey
13010,Alhambra,Ciudad Real,Alhambra
13011,Almadén,Ciudad Real,Almadén
13012,Almadenejos,Ciudad Real,Almadenejos
13013,Almagro,Ciudad Real,Almagro
13014,Almedina,Ciudad Real,Almedina
13015,Almodóvar del Campo,Ciudad Real,Almodóvar del Campo
13016,Almuradiel,Ciudad Real,Almuradiel
13017,Anchuras,Ciudad Real,Anchuras
13903,Arenales de San Gregorio,Ciudad Real,Arenales de San Gregorio
13018,Arenas de San Juan,Ciudad Real,Arenas de San Juan
13019,Argamasilla de Alba,Ciudad Real,Argamasilla de Alba
13020,Argamasilla de Calatrava,Ciudad Real,Argamasilla de Calatrava
13021,Arroba de los Montes,Ciudad Real,Arroba de los Montes
13022,Ballesteros de Calatrava,Ciudad Real,Ballesteros de Calatrava
13023,Bolaños de Calatrava,Ciudad Real,Bolaños de Calatrava
13024,Brazatortas,Ciudad Real,Brazatortas
13025,Cabezarados,Ciudad Real,Cabezarados
13026,Cabezarrubias del Puerto,Ciudad Real,Cabezarrubias del Puerto
13027,Calzada de Calatrava,Ciudad Real,Calzada de Calatrava
13028,Campo de Criptana,Ciudad Real,Campo de Criptana
13029,Cañada de Calatrava,Ciudad Real,Cañada de Calatrava
13030,Caracuel de Calatrava,Ciudad Real,Caracuel de Calatrava
13031,Carrión de Calatrava,Ciudad Real,Carrión de Calatrava
13032,Carrizosa,Ciudad Real,Carrizosa
13033,Castellar de Santiago,Ciudad Real,Castellar de Santiago
13038,Chillón,Ciudad Real,Chillón
13034,Ciudad Real,Ciudad Real,Ciudad Real
13035,Corral de Calatrava,Ciudad Real,Corral de Calatrava
13036,Los Cortijos,Ciudad Real,"Cortijos, Los"
13037,Cózar,Ciudad Real,Cózar
13039,Daimiel,Ciudad Real,Daimiel
13040,Fernán Caballero,Ciudad Real,Fernán Caballero
13041,Fontanarejo,Ciudad Real,Fontanarejo
13042,Fuencaliente,Ciudad Real,Fuencaliente
13043,Fuenllana,Ciudad Real,Fuenllana
13044,Fuente el Fresno,Ciudad Real,Fuente el Fresno
13045,Granátula de Calatrava,Ciudad Real,Granátula de Calatrava
13046,Guadalmez,Ciudad Real,Guadalmez
13047,Herencia,Ciudad Real,Herencia
13048,Hinojosas de Calatrava,Ciudad Real,Hinojosas de Calatrava
13049,Horcajo de los Montes,Ciudad Real,Horcajo de los Montes
13050,Las Labores,Ciudad Real,"Labores, Las"
13904,Llanos del Caudillo,Ciudad Real,Llanos del Caudillo
13051,Luciana,Ciudad Real,Luciana
13052,Malagón,Ciudad Real,Malagón
13053,Manzanares,Ciudad Real,Manzanares
13054,Membrilla,Ciudad Real,Membrilla
13055,Mestanza,Ciudad Real,Mestanza
13056,Miguelturra,Ciudad Real,Miguelturra
13057,Montiel,Ciudad Real,Montiel
13058,Moral de Calatrava,Ciudad Real,Moral de Calatrava
13059,Navalpino,Ciudad Real,Navalpino
13060,Navas de Estena,Ciudad Real,Navas de Estena
13061,Pedro Muñoz,Ciudad Real,Pedro Muñoz
13062,Picón,Ciudad Real,Picón
13063,Piedrabuena,Ciudad Real,Piedrabuena
13064,Poblete,Ciudad Real,Poblete
13065,Porzuna,Ciudad Real,Porzuna
13066,Pozuelo de Calatrava,Ciudad Real,Pozuelo de Calatrava
13067,Los Pozuelos de Calatrava,Ciudad Real,"Pozuelos de Calatrava, Los"
13068,Puebla de Don Rodrigo,Ciudad Real,Puebla de Don Rodrigo
13069,Puebla del Príncipe,Ciudad Real,Puebla del Príncipe
13070,Puerto Lápice,Ciudad Real,Puerto Lápice
13071,Puertollano,Ciudad Real,Puertollano
13072,Retuerta del Bullaque,Ciudad Real,Retuerta del Bullaque
13901,El Robledo,Ciudad Real,"Robledo, El"
13902,Ruidera,Ciudad Real,Ruidera
13073,Saceruela,Ciudad Real,Saceruela
13074,San Carlos del Valle,Ciudad Real,San Carlos del Valle
13075,San Lorenzo de Calatrava,Ciudad Real,San Lorenzo de Calatrava
13076,Santa Cruz de los Cáñamos,Ciudad Real,Santa Cruz de los Cáñamos
13077,Santa Cruz de Mudela,Ciudad Real,Santa Cruz de Mudela
13078,Socuéllamos,Ciudad Real,Socuéllamos
13080,Solana del Pino,Ciudad Real,Solana del Pino
13079,La Solana,Ciudad Real,"Solana, La"
13081,Terrinches,Ciudad Real,Terrinches
13082,Tomelloso,Ciudad Real,Tomelloso
13083,Torralba de Calatrava,Ciudad Real,Torralba de Calatrava
13084,Torre de Juan Abad,Ciudad Real,Torre de Juan Abad
13085,Torrenueva,Ciudad Real,Torrenueva
13086,Valdemanco del Esteras,Ciudad Real,Valdemanco del Esteras
13087,Valdepeñas,Ciudad Real,Valdepeñas
13088,Valenzuela de Calatrava,Ciudad Real,Valenzuela de Calatrava
13089,Villahermosa,Ciudad Real,Villahermosa
13090,Villamanrique,Ciudad Real,Villamanrique
13091,Villamayor de Calatrava,Ciudad Real,Villamayor de Calatrava
13092,Villanueva de la Fuente,Ciudad Real,Villanueva de la Fuente
13093,Villanueva de los Infantes,Ciudad Real,Villanueva de los Infantes
13094,Villanueva de San Carlos,Ciudad Real,Villanueva de San Carlos
13095,Villar del Pozo,Ciudad Real,Villar del Pozo
13096,Villarrubia de los Ojos,Ciudad Real,Villarrubia de los Ojos
13097,Villarta de San Juan,Ciudad Real,Villarta de San Juan
13098,Viso del Marqués,Ciudad Real,Viso del Marqués
14001,Adamuz,Córdoba,Adamuz
14002,Aguilar de la Frontera,Córdoba,Aguilar de la Frontera
14003,Alcaracejos,Córdoba,Alcaracejos
14004,Almedinilla,Córdoba,Almedinilla
14005,Almodóvar del Río,Córdoba,Almodóvar del Río
14006,Añora,Córdoba,Añora
14007,Baena,Córdoba,Baena
14008,Belalcázar,Córdoba,Belalcázar
14009,Belmez,Córdoba,Belmez
14010,Benamejí,Córdoba,Benamejí
14011,Los Blázquez,Córdoba,"Blázquez, Los"
14012,Bujalance,Córdoba,Bujalance
14013,Cabra,Córdoba,Cabra
14014,Cañete de las Torres,Córdoba,Cañete de las Torres
14015,Carcabuey,Córdoba,Carcabuey
14016,Cardeña,Córdoba,Cardeña
14017,La Carlota,Córdoba,"Carlota, La"
14018,El Carpio,Córdoba,"Carpio, El"
14019,Castro del Río,Córdoba,Castro del Río
14020,Conquista,Córdoba,Conquista
14021,Córdoba,Córdoba,Córdoba
14022,Doña Mencía,Córdoba,Doña Mencía
14023,Dos Torres,Córdoba,Dos Torres
14024,Encinas Reales,Córdoba,Encinas Reales
14025,Espejo,Córdoba,Espejo
14026,Espiel,Córdoba,Espiel
14027,Fernán-Núñez,Córdoba,Fernán-Núñez
14901,Fuente Carreteros,Córdoba,Fuente Carreteros
14028,Fuente la Lancha,Córdoba,Fuente la Lancha
14029,Fuente Obejuna,Córdoba,Fuente Obejuna
14030,Fuente Palmera,Córdoba,Fuente Palmera
14031,Fuente-Tójar,Córdoba,Fuente-Tójar
14032,La Granjuela,Córdoba,"Granjuela, La"
14033,Guadalcázar,Córdoba,Guadalcázar
14902,La Guijarrosa,Córdoba,"Guijarrosa, La"
14034,El Guijo,Córdoba,"Guijo, El"
14035,Hinojosa del Duque,Córdoba,Hinojosa del Duque
14036,Hornachuelos,Córdoba,Hornachuelos
14037,Iznájar,Córdoba,Iznájar
14038,Lucena,Córdoba,Lucena
14039,Luque,Córdoba,Luque
14040,Montalbán de Córdoba,Córdoba,Montalbán de Córdoba
14041,Montemayor,Córdoba,Montemayor
14042,Montilla,Córdoba,Montilla
14043,Montoro,Córdoba,Montoro
14044,Monturque,Córdoba,Monturque
14045,Moriles,Córdoba,Moriles
14046,Nueva Carteya,Córdoba,Nueva Carteya
14047,Obejo,Córdoba,Obejo
14048,Palenciana,Córdoba,Palenciana
14049,Palma del Río,Córdoba,Palma del Río
14050,Pedro Abad,Córdoba,Pedro Abad
14051,Pedroche,Córdoba,Pedroche
14052,Peñarroya-Pueblonuevo,Córdoba,Peñarroya-Pueblonuevo
14053,Posadas,Córdoba,Posadas
14054,Pozoblanco,Córdoba,Pozoblanco
14055,Priego de Córdoba,Córdoba,Priego de Córdoba
14056,Puente Genil,Córdoba,Puente Genil
14057,La Rambla,Córdoba,"Rambla, La"
14058,Rute,Córdoba,Rute
14059,San Sebastián de los Ballesteros,Córdoba,San Sebastián de los Ballesteros
14061,Santa Eufemia,Córdoba,Santa Eufemia
14060,Santaella,Córdoba,Santaella
14062,Torrecampo,Córdoba,Torrecampo
14063,Valenzuela,Córdoba,Valenzuela
14064,Valsequillo,Córdoba,Valsequillo
14065,La Victoria,Córdoba,"Victoria, La"
14066,Villa del Río,Córdoba,Villa del Río
14067,Villafranca de Córdoba,Córdoba,Villafranca de Córdoba
14068,Villaharta,Córdoba,Villaharta
14069,Villanueva de Córdoba,Córdoba,Villanueva de Córdoba
14070,Villanueva del Duque,Córdoba,Villanueva del Duque
14071,Villanueva del Rey,Córdoba,Villanueva del Rey
14072,Villaralto,Córdoba,Villaralto
14073,Villaviciosa de Córdoba,Córdoba,Villaviciosa de Córdoba
14074,El Viso,Córdoba,"Viso, El"
14075,Zuheros,Córdoba,Zuheros
15001,Abegondo,A Coruña,Abegondo
15002,Ames,A Coruña,Ames
15003,Aranga,A Coruña,Aranga
15004,Ares,A Coruña,Ares
15005,Arteixo,A Coruña,Arteixo
15006,Arzúa,A Coruña,Arzúa
15007,A Baña,A Coruña,"Baña, A"
15008,Bergondo,A Coruña,Bergondo
15009,Betanzos,A Coruña,Betanzos
15010,Boimorto,A Coruña,Boimorto
15011,Boiro,A Coruña,Boiro
15012,Boqueixón,A Coruña,Boqueixón
15013,Brión,A Coruña,Brión
15014,Cabana de Bergantiños,A Coruña,Cabana de Bergantiños
15015,Cabanas,A Coruña,Cabanas
15016,Camariñas,A Coruña,Camariñas
15017,Cambre,A Coruña,Cambre
15018,A Capela,A Coruña,"Capela, A"
15019,Carballo,A Coruña,Carballo
15901,Cariño,A Coruña,Cariño
15020,Carnota,A Coruña,Carnota
15021,Carral,A Coruña,Carral
15022,Cedeira,A Coruña,Cedeira
15023,Cee,A Coruña,Cee
15024,Cerceda,A Coruña,Cerceda
15025,Cerdido,A Coruña,Cerdido
15027,Coirós,A Coruña,Coirós
15028,Corcubión,A Coruña,Corcubión
15029,Coristanco,A Coruña,Coristanco
15030,A Coruña,A Coruña,"Coruña, A"
15031,Culleredo,A Coruña,Culleredo
15032,Curtis,A Coruña,Curtis
15033,Dodro,A Coruña,Dodro
15034,Dumbría,A Coruña,Dumbría
15035,Fene,A Coruña,Fene
15036,Ferrol,A Coruña,Ferrol
15037,Fisterra,A Coruña,Fisterra
15038,Frades,A Coruña,Frades
15039,Irixoa,A Coruña,Irixoa
15041,A Laracha,A Coruña,"Laracha, A"
15040,Laxe,A Coruña,Laxe
15042,Lousame,A Coruña,Lousame
15043,Malpica de Bergantiños,A Coruña,Malpica de Bergantiños
15044,Mañón,A Coruña,Mañón
15045,Mazaricos,A Coruña,Mazaricos
15046,Melide,A Coruña,Melide
15047,Mesía,A Coruña,Mesía
15048,Miño,A Coruña,Miño
15049,Moeche,A Coruña,Moeche
15050,Monfero,A Coruña,Monfero
15051,Mugardos,A Coruña,Mugardos
15053,Muros,A Coruña,Muros
15052,Muxía,A Coruña,Muxía
15054,Narón,A Coruña,Narón
15055,Neda,A Coruña,Neda
15056,Negreira,A Coruña,Negreira
15057,Noia,A Coruña,Noia
15058,Oleiros,A Coruña,Oleiros
15059,Ordes,A Coruña,Ordes
15060,Oroso,A Coruña,Oroso
15061,Ortigueira,A Coruña,Ortigueira
15062,Outes,A Coruña,Outes
15902,Oza-Cesuras,A Coruña,Oza-Cesuras
15064,Paderne,A Coruña,Paderne
15065,Padrón,A Coruña,Padrón
15066,O Pino,A Coruña,"Pino, O"
15067,A Pobra do Caramiñal,A Coruña,"Pobra do Caramiñal, A"
15068,Ponteceso,A Coruña,Ponteceso
15069,Pontedeume,A Coruña,Pontedeume
15070,As Pontes de García Rodríguez,A Coruña,"Pontes de García Rodríguez, As"
15071,Porto do Son,A Coruña,Porto do Son
15072,Rianxo,A Coruña,Rianxo
15073,Ribeira,A Coruña,Ribeira
15074,Rois,A Coruña,Rois
15075,Sada,A Coruña,Sada
15076,San Sadurniño,A Coruña,San Sadurniño
15077,Santa Comba,A Coruña,Santa Comba
15078,Santiago de Compostela,A Coruña,Santiago de Compostela
15079,Santiso,A Coruña,Santiso
15080,Sobrado,A Coruña,Sobrado
15081,As Somozas,A Coruña,"Somozas, As"
15082,Teo,A Coruña,Teo
15083,Toques,A Coruña,Toques
15084,Tordoia,A Coruña,Tordoia
15085,Touro,A Coruña,Touro
15086,Trazo,A Coruña,Trazo
15088,Val do Dubra,A Coruña,Val do Dubra
15087,Valdoviño,A Coruña,Valdoviño
15089,Vedra,A Coruña,Vedra
15091,Vilarmaior,A Coruña,Vilarmaior
15090,Vilasantar,A Coruña,Vilasantar
15092,Vimianzo,A Coruña,Vimianzo
15093,Zas,A Coruña,Zas
16001,Abia de la Obispalía,Cuenca,Abia de la Obispalía
16002,El Acebrón,Cuenca,"Acebrón, El"
16003,Alarcón,Cuenca,Alarcón
16004,Albaladejo del Cuende,Cuenca,Albaladejo del Cuende
16005,Albalate de las Nogueras,Cuenca,Albalate de las Nogueras
16006,Albendea,Cuenca,Albendea
16007,La Alberca de Záncara,Cuenca,"Alberca de Záncara, La"
16008,Alcalá de la Vega,Cuenca,Alcalá de la Vega
16009,Alcantud,Cuenca,Alcantud
16010,Alcázar del Rey,Cuenca,Alcázar del Rey
16011,Alcohujate,Cuenca,Alcohujate
16012,Alconchel de la Estrella,Cuenca,Alconchel de la Estrella
16013,Algarra,Cuenca,Algarra
16014,Aliaguilla,Cuenca,Aliaguilla
16015,La Almarcha,Cuenca,"Almarcha, La"
16016,Almendros,Cuenca,Almendros
16017,Almodóvar del Pinar,Cuenca,Almodóvar del Pinar
16018,Almonacid del Marquesado,Cuenca,Almonacid del Marquesado
16019,Altarejos,Cuenca,Altarejos
16020,Arandilla del Arroyo,Cuenca,Arandilla del Arroyo
16905,Arcas,Cuenca,Arcas
16022,Arcos de la Sierra,Cuenca,Arcos de la Sierra
16024,Arguisuelas,Cuenca,Arguisuelas
16025,Arrancacepas,Cuenca,Arrancacepas
16026,Atalaya del Cañavate,Cuenca,Atalaya del Cañavate
16027,Barajas de Melo,Cuenca,Barajas de Melo
16029,Barchín del Hoyo,Cuenca,Barchín del Hoyo
16030,Bascuñana de San Pedro,Cuenca,Bascuñana de San Pedro
16031,Beamud,Cuenca,Beamud
16032,Belinchón,Cuenca,Belinchón
16033,Belmonte,Cuenca,Belmonte
16034,Belmontejo,Cuenca,Belmontejo
16035,Beteta,Cuenca,Beteta
16036,Boniches,Cuenca,Boniches
16038,Buciegas,Cuenca,Buciegas
16039,Buenache de Alarcón,Cuenca,Buenache de Alarcón
16040,Buenache de la Sierra,Cuenca,Buenache de la Sierra
16041,Buendía,Cuenca,Buendía
16042,Campillo de Altobuey,Cuenca,Campillo de Altobuey
16043,Campillos-Paravientos,Cuenca,Campillos-Paravientos
16044,Campillos-Sierra,Cuenca,Campillos-Sierra
16901,Campos del Paraíso,Cuenca,Campos del Paraíso
16045,Canalejas del Arroyo,Cuenca,Canalejas del Arroyo
16046,Cañada del Hoyo,Cuenca,Cañada del Hoyo
16047,Cañada Juncosa,Cuenca,Cañada Juncosa
16048,Cañamares,Cuenca,Cañamares
16049,El Cañavate,Cuenca,"Cañavate, El"
16050,Cañaveras,Cuenca,Cañaveras
16051,Cañaveruelas,Cuenca,Cañaveruelas
16052,Cañete,Cuenca,Cañete
16053,Cañizares,Cuenca,Cañizares
16055,Carboneras de Guadazaón,Cuenca,Carboneras de Guadazaón
16056,Cardenete,Cuenca,Cardenete
16057,Carrascosa,Cuenca,Carrascosa
16058,Carrascosa de Haro,Cuenca,Carrascosa de Haro
16060,Casas de Benítez,Cuenca,Casas de Benítez
16061,Casas de Fernando Alonso,Cuenca,Casas de Fernando Alonso
16062,Casas de Garcimolina,Cuenca,Casas de Garcimolina
16063,Casas de Guijarro,Cuenca,Casas de Guijarro
16064,Casas de Haro,Cuenca,Casas de Haro
16065,Casas de los Pinos,Cuenca,Casas de los Pinos
16066,Casasimarro,Cuenca,Casasimarro
16067,Castejón,Cuenca,Castejón
16068,Castillejo de Iniesta,Cuenca,Castillejo de Iniesta
16070,Castillejo-Sierra,Cuenca,Castillejo-Sierra
16072,Castillo de Garcimuñoz,Cuenca,Castillo de Garcimuñoz
16071,Castillo-Albaráñez,Cuenca,Castillo-Albaráñez
16073,Cervera del Llano,Cuenca,Cervera del Llano
16023,Chillarón de Cuenca,Cuenca,Chillarón de Cuenca
16081,Chumillas,Cuenca,Chumillas
16074,La Cierva,Cuenca,"Cierva, La"
16078,Cuenca,Cuenca,Cuenca
16079,Cueva del Hierro,Cuenca,Cueva del Hierro
16082,Enguídanos,Cuenca,Enguídanos
16083,Fresneda de Altarejos,Cuenca,Fresneda de Altarejos
16084,Fresneda de la Sierra,Cuenca,Fresneda de la Sierra
16085,La Frontera,Cuenca,"Frontera, La"
16086,Fuente de Pedro Naharro,Cuenca,Fuente de Pedro Naharro
16087,Fuentelespino de Haro,Cuenca,Fuentelespino de Haro
16088,Fuentelespino de Moya,Cuenca,Fuentelespino de Moya
16904,Fuentenava de Jábaga,Cuenca,Fuentenava de Jábaga
16089,Fuentes,Cuenca,Fuentes
16091,Fuertescusa,Cuenca,Fuertescusa
16092,Gabaldón,Cuenca,Gabaldón
16093,Garaballa,Cuenca,Garaballa
16094,Gascueña,Cuenca,Gascueña
16095,Graja de Campalbo,Cuenca,Graja de Campalbo
16096,Graja de Iniesta,Cuenca,Graja de Iniesta
16097,Henarejos,Cuenca,Henarejos
16098,El Herrumblar,Cuenca,"Herrumblar, El"
16099,La Hinojosa,Cuenca,"Hinojosa, La"
16100,Los Hinojosos,Cuenca,"Hinojosos, Los"
16101,El Hito,Cuenca,"Hito, El"
16102,Honrubia,Cuenca,Honrubia
16103,Hontanaya,Cuenca,Hontanaya
16104,Hontecillas,Cuenca,Hontecillas
16106,Horcajo de Santiago,Cuenca,Horcajo de Santiago
16107,Huélamo,Cuenca,Huélamo
16108,Huelves,Cuenca,Huelves
16109,Huérguina,Cuenca,Huérguina
16110,Huerta de la Obispalía,Cuenca,Huerta de la Obispalía
16111,Huerta del Marquesado,Cuenca,Huerta del Marquesado
16112,Huete,Cuenca,Huete
16113,Iniesta,Cuenca,Iniesta
16115,Laguna del Marquesado,Cuenca,Laguna del Marquesado
16116,Lagunaseca,Cuenca,Lagunaseca
16117,Landete,Cuenca,Landete
16118,Ledaña,Cuenca,Ledaña
16119,Leganiel,Cuenca,Leganiel
16121,Las Majadas,Cuenca,"Majadas, Las"
16122,Mariana,Cuenca,Mariana
16123,Masegosa,Cuenca,Masegosa
16124,Las Mesas,Cuenca,"Mesas, Las"
